Number of Records,Address,Business Id,Categories,Cuisines,City_Old,City,Is Open,Latitude,Longitude,name,Neighborhood,Postal Code,Votes,rating,State
1,1638 N 40th St,_nmOWqgx_KdLrj5pehDQmg,"Restaurants, Pakistani, Afghan, Indian",Indian,Phoenix,Phoenix,0,33.467014,-111.995926,Pak Afghan Halal Restaurant & Catering,,85008,21,4.5,AZ
1,505 University Ave,_o2fJBcVgLpy-L970Y7qYQ,"Thai, Fast Food, Restaurants",Thai,Toronto,Toronto,1,43.6558353,-79.3881303,Thai Express,Downtown Core,M5G,12,2.5,ON
1,862 rue Marie-Anne E,_o48v0Cquq4fKoY4TowXJA,"Restaurants, Mexican, Peruvian",Mexican,Montréal,Montréal,1,45.5251927,-73.5781704,La Selva,Plateau-Mont-Royal,H2J 2A9,10,4,QC
1,"6635 W Happy Valley Rd, Ste 107",_OAtYMzu_oOf2-HGVhrHVQ,"Restaurants, Pizza, Chicken Wings, Italian",Italian,Glendale,Glendale,1,33.710441,-112.202501,Brother's Pizza,,85310,99,3.5,AZ
1,4341-4379 Bigelow Blvd,_Oe8NDjmeYkkHFs7f8CekA,"Food Trucks, Restaurants, Food, Indian",Indian,Pittsburgh,Pittsburgh,1,40.44521025,-79.95570532,Chakh Le India,Oakland,15213,20,4,PA
1,3870 Richmond Rd,_OimUEl0DzPg6GtJXYeoJw,"Fast Food, Italian, Restaurants",Italian,Beachwood,Beachwood,1,41.45480907,-81.49867098,Piada Italian Street Food,,44122,74,3.5,OH
1,2100 S Gilbert Rd,_OoQ31fIoy3dK96rP6vtFQ,"Mexican, Food, Chicken Wings, Restaurants, Breakfast & Brunch",Mexican,Gilbert,Gilbert,1,33.2757175,-111.7918722,Moreno's Mexican Grill,,85233,140,3.5,AZ
1,"1292 S Nellis Blvd, Ste A",_p5oMYHQ4QIOqId1rehUzg,"Mexican, Restaurants",Mexican,Las Vegas,Las Vegas,0,36.1566045,-115.0621835,Baja Fresh,Sunrise,89104,13,2.5,NV
1,"11 W Boston St, Ste 5",_P7OjSDvuywYpcp8m_7O9w,"Vegetarian, Gluten-Free, Restaurants, Thai",Thai,Chandler,Chandler,1,33.30197879,-111.8416324,Charm Thai Cuisine,,85225,193,4,AZ
1,440 E Silverado Ranch Blvd,_paJE9yQfSvo25BKBQrKZA,"Restaurants, Fast Food, Mexican",Mexican,Las Vegas,Las Vegas,1,36.0138907,-115.1536669,El Pollo Loco,Southeast,89123,75,3,NV
1,Markt 16,_PdfZM0gD7VmHnqVnGPFfQ,"Italian, Pizza, Restaurants",Italian,Jessen,Jessen,1,51.7858,12.9574,Restaurante Pizzeria,,6917,10,3.5,ST
1,"411 Manhattan Drive, Suite 3C",_PKXarw3GjlbwbXhjdpUMA,"Chinese, Indian, Restaurants",Indian,Markham,Markham,1,43.88111258,-79.28877371,Tangra Villa Hakka Chinese Cuisine,Unionville,L3P,28,3.5,ON
1,6450 S Durango Dr,_PQ1cKw_ZtKrXNxCMgIeYA,"Nightlife, Mexican, Restaurants, Jazz & Blues, Arts & Entertainment",Mexican,Las Vegas,Las Vegas,0,36.071411,-115.278723,Jalisco Cantina,Spring Valley,89113,102,3.5,NV
1,3611 E Baseline Rd,_pQXP4FwM8oPweUA8HLbcQ,"Italian, Pizza, Restaurants",Italian,Gilbert,Gilbert,0,33.377711,-111.7534461,Prima Pizza,,85234,54,3.5,AZ
1,"202 Market St, Ste I",_PZbgxbL99rmR6zxcy5BPg,"Sandwiches, Pizza, Italian, Restaurants",Italian,Cramerton,Cramerton,1,35.2488388,-81.080506,VIPizza,,28032,15,4.5,NC
1,"3176 Ridgeway Drive, Unit 48",_Q0JeKDrzldpBUgswhlLyA,"Indian, Restaurants, Grocery, Food",Indian,Mississauga,Mississauga,1,43.52092085,-79.69516754,White Gold Sweets,Erin Mills,L5L 5S6,11,4.5,ON
1,"1964 N Alma School Rd, Ste 1",_qA2HPqgLiBc-M4wRyml0g,"Pizza, Nightlife, Restaurants, Italian, Bars, Wine Bars",Italian,Chandler,Chandler,1,33.3325253,-111.8603024,Bella Gusto Urban Pizzeria,,85224,268,4.5,AZ
1,2982 Dundas Street W,_qh5RDI84nVGwZiYDvCoyw,"Restaurants, Mexican",Mexican,Toronto,Toronto,1,43.665455,-79.468919,Al Pastor,The Junction,M6P 1Z3,46,3,ON
1,2783 Euclid Hts Blvd,_QL-D_zQ-RSdlsMZF3TLyg,"Restaurants, Fast Food, Mexican",Mexican,Cleveland Heights,Cleveland Heights,0,41.5082566,-81.5807158,Chipotle Mexican Grill,,44106,31,2.5,OH
1,"6435 Dixie Road, Unit 8",_qQYIW24-8nWwjg9-uL0LQ,"Indian, Restaurants, Barbeque",Indian,Mississauga,Mississauga,1,43.66466679,-79.65880744,The Flavours Classic Indian Cusine,Hanlan,L5T,13,3.5,ON
1,3205 N Tenaya Way,_QvGAqMmrUIlxpby2Ul5Dg,"Restaurants, Food, Seafood, Desserts, Mexican",Mexican,Las Vegas,Las Vegas,1,36.21914606,-115.2517567,Dona Maria Tamales Restaurant,Northwest,89129,266,3.5,NV
1,13124 Lorain Ave,_QySOnv3RBmL7GrbJ6beSw,"Cambodian, Vietnamese, Restaurants",Vietnamese,Cleveland,Cleveland,0,41.4582548,-81.7809899,Phnom Penh Restaurant,Jefferson,44111,18,4.5,OH
1,"366 N Gilbert Rd, Ste 106",_r-OvLO5wqncmsBCg3i0qw,"Italian, Restaurants, Pizza",Italian,Gilbert,Gilbert,1,33.356542,-111.790019,Pomo Pizzeria Gilbert,,85234,311,4,AZ
1,13000 Lorain Ave,_Rw3EkxvI_tJIVbnT5jT2A,"Italian, Restaurants",Italian,Cleveland,Cleveland,1,41.4586806,-81.7794623,Caffe Roma,Jefferson,44111,49,4,OH
1,"7365 W Sahara Ave, Ste B-C",_RxbfEugCvI93ByH2Bg_oA,"Restaurants, Thai, Vietnamese",Thai,Las Vegas,Las Vegas,0,36.1430817,-115.2536257,Lilly's Thai & Vietnamese Restaurant,Westside,89117,45,3.5,NV
1,328 E University Dr,_rXRnGcU3RFtsehmdL0ucw,"Mexican, Restaurants",Mexican,Mesa,Mesa,1,33.4234158,-111.8240737,Rosa's Mexican Grill,,85201,161,4,AZ
1,440-1919 Sirocco Drive SW,_RyPa5rbrTbc7Z5to5hx7Q,"Chicken Wings, Italian, Pizza, Restaurants",Italian,Calgary,Calgary,1,51.035966,-114.166631,Pizza Hut,,T3H 2Y3,3,1.5,AB
1,1825 Sainte-Catherine O,_sgSZE1zzSCxwghYEuAeEQ,"Restaurants, Thai, Chinese, Vietnamese",Thai,Montréal,Montréal,1,45.49367204,-73.57998848,Nouilles du Chef,Ville-Marie,H3H 1M1,3,1,QC
1,4430 William Penn Hwy,_T2Aa3Vf5t68PqqxvzoX0Q,"Pizza, Restaurants, Italian",Italian,Murrysville,Murrysville,1,40.42496,-79.66994,Osteria Pasqualino,,15668,53,3,PA
1,"8 Nolan Hill Boulevard NW, Suite 512",_t4xnOSUF3RL9R8-deEt1A,"Food, Vietnamese, Ethnic Food, Specialty Food, Restaurants",Vietnamese,Calgary,Calgary,1,51.1725302,-114.1555218,Pho Sate,,T3R 0J4,15,3.5,AB
1,2510 Rue Beaubien E,_T5qyfILFJOPJDB4BHDWTA,"Restaurants, Pizza, Italian",Italian,Montréal,Montréal,1,45.54902831,-73.59128547,Pizzeria Geppetto,Rosemont-La Petite-Patrie,H1Y 1G2,12,4,QC
1,5314 Yonge Street,_T8qy9XAKAFLJdmoLg1Q-g,"Mexican, Restaurants",Mexican,Toronto,Toronto,1,43.77299245,-79.41405186,Burrito Boyz,Willowdale,M2N,121,4,ON
1,4986 Dundas Street W,_tDkuLe4iwD8LhlcQYyarA,"Italian, Pizza, Restaurants",Italian,Toronto,Toronto,1,43.647166,-79.530482,Mamma's Pizza,Etobicoke,M9A 1B7,3,1,ON
1,16635 Yonge Street,_tp3EVUdGPBsHdzQgKaS0A,"Bakeries, Restaurants, Italian, Food",Italian,Newmarket,Newmarket,1,44.033013,-79.474865,Molisana Bakery,,L3X 1V6,19,4,ON
1,70 Yorkville Avenue,_tWzGYtWJsPL657zfzvkTg,"Food, Italian, Lounges, Nightlife, Bars, Restaurants, Coffee & Tea",Italian,Toronto,Toronto,0,43.6712923,-79.3908793,C House Lounge Cafe,Yorkville,M5R 1B9,10,2,ON
1,9605 N Tryon St,_u0Fj3N176Bn8eOBuh2E0A,"Sandwiches, Italian, Pizza, Restaurants",Italian,Charlotte,Charlotte,0,35.3171352,-80.7402151,J Pasta's NY Style Pizza,University City,28262,5,3.5,NC
1,224 Adelaide Street W,_u1Bq7QsgMUXSMex8QHqLQ,"Restaurants, Mexican, Tex-Mex",Mexican,Toronto,Toronto,1,43.648702,-79.388077,Burrito Boyz,Entertainment District,M5H 1W7,375,4,ON
1,"In the University of Toronto Multi-faith Center, 569 Spadina Ave",_U9_mzobQzDQygH50NoxUw,"Indian, Restaurants",Indian,Toronto,Toronto,1,43.6610444,-79.4011647,VEDA - Healthy Indian Takeout,University of Toronto,M5S 1C1,3,3.5,ON
1,1220 E Carson St,_ucDskZqK5w1QHkoA_nlRw,"Mexican, Food Trucks, Food, Restaurants",Mexican,Pittsburgh,Pittsburgh,1,40.4285929,-79.9855001,Doce Taqueria,South Side,15203,214,4.5,PA
1,"40 King St W, Scotia Bank Plz",_v3WsjEworH53RcWzWKEEw,"Coffee & Tea, Food, Italian, Restaurants",Italian,Toronto,Toronto,1,43.6495183,-79.3795966,Mio RistoBar,Downtown Core,M5H 4A9,17,3.5,ON
1,30610 Detroit Rd,_v7lMUtdd6WlgKUEBLA_VA,"Mexican, American (New), Restaurants",Mexican,Westlake,Westlake,1,41.462116,-81.9593646,Don Ramon Mexican Restaurant,,44145,74,4,OH
1,187 Cross Avenue,_valWaSr0Q8pulF2s0SIVQ,"Caterers, Restaurants, Thai, Event Planning & Services",Thai,Oakville,Oakville,0,43.4547094,-79.6856898,Thai Satay & More,,L6J 2W7,5,3.5,ON
1,175 Main Street,_vDu1__P7G8fy90M8SgdCA,"Restaurants, Canadian (New), Italian, American (New)",Italian,Unionville,Unionville,0,43.867364,-79.3120307,Unionville Co. Restaurant,Unionville Mainstreet,L3R 2G8,6,2.5,ON
1,2350 Railroad St,_VHU9KZUHRLp2Hc2JOKlYg,"Steakhouses, Restaurants, Bars, Nightlife, Whiskey Bars, Italian, Seafood",Italian,Pittsburgh,Pittsburgh,1,40.45416441,-79.98304041,Cioppino Restaurant & Cigar Bar,Strip District,15222,170,4,PA
1,11044 N Saguaro Blvd,_vTXSMispis4Q5wCJykJkQ,"Restaurants, Mexican",Mexican,Fountain Hills,Fountain Hills,1,33.5878973,-111.7090624,El Encanto de la Fuente,,85268,149,3.5,AZ
1,226 Esna Park Dr,_W_qYeOmM52rg-g5XbCaLg,"Breakfast & Brunch, Indian, Restaurants, Sandwiches, Diners",Indian,Markham,Markham,1,43.8247141,-79.3368225,Tom's Restaurant,,L3R 1H3,11,3.5,ON
1,"Queen's Quay Terminal, 207 Queen's Quay West",_W-qUlstqSuWZzvIOxTEXw,"Italian, Restaurants",Italian,Toronto,Toronto,0,43.6386403,-79.3806966,Lusso Restaurant,Harbourfront,M5J 1A7,8,3.5,ON
1,3453 Boulevard Saint-Martin O,_WeKQLCZ_oWlJ6Tcql0n-Q,"Cocktail Bars, Restaurants, Italian, Bars, Cafes, Nightlife",Italian,Laval,Laval,1,45.555813,-73.752052,Univers Ristorante Bar,Laval,H7T 1A2,10,3.5,QC
1,33 SE Heritage Meadows Way,_WljFCI2uJf0p7lAKKcpcQ,"Restaurants, Mexican",Mexican,Calgary,Calgary,1,50.9820652,-114.0395063,Taco Time,,T2H 3B8,8,3,AB
1,6335 N 16th St,_WtxQbDK7B-ExGdeG-2j6Q,"Seafood, New Mexican Cuisine, American (Traditional), Mexican, Steakhouses, Restaurants",Mexican,Phoenix,Phoenix,1,33.5303926,-112.0470548,Rokerij,,85016,643,4,AZ
1,"111 S Dobson Rd, Ste 106",_wwtLgX4n0jpyVP8jiJ40Q,"Meat Shops, Specialty Food, Grocery, Restaurants, Food, Vietnamese",Vietnamese,Mesa,Mesa,1,33.4125028,-111.8737663,Pho Winglee,,85202,142,4.5,AZ
1,1630 Bayview Ave,_Wyo52ijeq3QgcmkIrhmAQ,"Thai, Restaurants",Thai,Toronto,Toronto,1,43.7065802,-79.3758028,Lemongrass Restaurant,Mount Pleasant and Davisville,M4G 3B7,30,3,ON
1,"4851 Westwinds Drive NE, Unit 105",_X0M7EMx475KZSX9wAsmgg,"Indian, Restaurants",Indian,Calgary,Calgary,1,51.1002598,-113.9632335,Bikaner Sweets House & Restaurant,,T3J 4L4,14,4,AB
1,2521 E Ozark Ave,_XAaKm6lN5aQnPUWTmjonw,"Italian, Pizza, Chicken Wings, Restaurants",Italian,Gastonia,Gastonia,1,35.2792337,-81.1404833,Pizza Hut,,28054,5,2,NC
1,"8380 Kennedy Road, Unit C2",_xavJB9Uia1CsPDlGFw5Qg,"Restaurants, Vietnamese",Vietnamese,Markham,Markham,0,43.8607259,-79.304713,Xe Lua Restaurant,Unionville,L3R 0W4,13,1.5,ON
1,"2935 S Fish Hatchery Rd, Ste 1",_xcDTH9G4LDqADfpmok6SQ,"Restaurants, Pizza, Italian, Chicken Wings",Italian,Madison,Madison,1,43.0144343,-89.4274934,Pizza Hut,,53711,5,1.5,WI
1,181 College Street,_xiUV8OfR6yUJk-09QD6zA,"Mexican, Barbeque, Sandwiches, Restaurants",Mexican,Toronto,Toronto,0,43.6590737,-79.3940254,Burrito Planet,University of Toronto,M5S 3E4,20,2.5,ON
1,6560 N Scottsdale Rd,_XN-GwzZwAyIqLKJsl2htg,"Mexican, Restaurants, Asian Fusion",Mexican,Scottsdale,Scottsdale,1,33.532577,-111.92612,SumoMaya,,85253,1150,4,AZ
1,727 Davis Drive,_y4Weidh-lApX2HNBKXuQw,"Italian, Pizza, Restaurants",Italian,Newmarket,Newmarket,1,44.062581,-79.447742,Palace Pizza & Spaghetti House,,L3Y 2R2,9,4,ON
1,5768 Avenue de Monkland,_y7NJkOFt9NoasNXcEXuDA,"Event Planning & Services, Restaurants, Pizza, Italian, Caterers",Italian,Montréal,Montréal,1,45.4736,-73.62427,Al Dente Trattoria,Notre-Dame-de-Grâce,H4A 1E9,27,3.5,QC
1,1602 Avenue Laurier Est,_yAaRxcyyFGJkrSh_6GYiQ,"Mexican, Restaurants",Mexican,Montréal,Montréal,1,45.535263,-73.5821138,Agave,Plateau-Mont-Royal,H2J 1H9,13,3,QC
1,7715 W. Sahara Ave.,_yAYxyEBMIbqFL8pubaf_g,"Tex-Mex, Mexican, Fast Food, Restaurants",Mexican,Las Vegas,Las Vegas,1,36.14356,-115.26095,Taco Bell,Westside,89117,15,3.5,NV
1,2180 Bloor St W,_yGc7ca7SxPKMG6VjMVAbg,"Restaurants, Thai",Thai,Toronto,Toronto,0,43.6516825,-79.4743881,Green Mango,Bloor-West Village,M6S 1N3,21,2,ON
1,"4307 130 Ave SE, Unit 215",_YHYpVwDzxLxnm77Z23siw,"Mexican, Restaurants",Mexican,Calgary,Calgary,1,50.93172,-113.970599,Mucho Burrito,,T2Z 3V8,11,4,AB
1,5651 Steeles Avenue E,_YI_reD2pzNiXQRT7pA7vw,"Pizza, Italian, Restaurants",Italian,Scarborough,Scarborough,1,43.8317208,-79.2663275,Pizzaville,Scarborough,M1V 5P6,3,2.5,ON
1,13321 W Indian School Rd,_Z3XGVbiDn1VbgETp1pwLQ,"Restaurants, Italian",Italian,Litchfield Park,Litchfield Park,1,33.48931667,-112.3490453,La Bona Pasta Ristorante,,85340,164,4,AZ
1,404 E Green St,_zCwyuW5XrRKw8oK8EM49A,"Restaurants, Mexican",Mexican,Champaign,Champaign,0,40.1104696,-88.2331177,Burrito King,,61820,22,3.5,IL
1,8995 Bonaventure Drive Southeast,_zcXCwMQns9Ca1JcaDc2bg,"Restaurants, Mexican",Mexican,Calgary,Calgary,1,50.97881766,-114.0595436,Tu Tierra,,T2H 2K5,58,3.5,AB
1,"Suncoast Hotel & Casino, 9090 Alta Dr",_ZSCWjiYNPjnteZDo-AZOg,"Mexican, Seafood, Restaurants",Mexican,Las Vegas,Las Vegas,0,36.1682555,-115.2947189,Coasta Cantina,Westside,89144,20,3,NV
1,7215 E Shea Blvd,_ZwDLtBopUHb6F2mIPFUJg,"Italian, Restaurants, Pizza",Italian,Scottsdale,Scottsdale,1,33.5819029,-111.9252145,Oregano's Pizza Bistro,,85258,439,4,AZ
1,1608 Rue Sainte-Catherine O,_ZY7fzXvWCcPWpPxCBJVjQ,"Pizza, Restaurants, Noodles, Poutineries, Italian",Italian,Montréal,Montréal,1,45.494584,-73.57806,Bacaro Pizzeria Urbaine,Ville-Marie,H3H 2S7,11,4,QC
1,821 4 Avenue SW,--1UhMGODdWsrMastO9DZw,"Restaurants, Mexican",Mexican,Calgary,Calgary,1,51.0496733,-114.0799766,The Spicy Amigos,,T2P 0K5,24,4,AB
1,3555 Don Mills Road,-0CTrPQNiSyClxhdO4HSDQ,"Pizza, Food, Italian, Chicken Wings, Food Delivery Services, Restaurants",Italian,North York,North York,1,43.7943731,-79.353754,Pizza Hut,,M2H 3N3,21,2,ON
1,160- 7 Mahogany Plaza SE,-0RU0vASJOV383dYA8VZgA,"Restaurants, Noodles, Vietnamese",Vietnamese,Calgary,Calgary,1,50.8981509,-113.9420591,Pho Hoan Pasteur,,T3M 2P8,6,4,AB
1,12245 W Santa Fe Dr,-1VaIJza42Hjev6ukacCNg,"Restaurants, Mexican, Tex-Mex",Mexican,El Mirage,El Mirage,1,33.6174141,-112.3243235,Rio Mirage Cafe Y Cantina,,85335,200,4,AZ
1,1573 McFarland Rd,-1xCh7Cocn6IwFzhELyohA,"Nightlife, Sports Bars, Restaurants, Mexican, Bars",Mexican,Pittsburgh,Pittsburgh,1,40.3930494,-80.0459357,Jose' and Tony's Mexican Restaurant,,15216,37,2.5,PA
1,2701 Leechburgh,-2dlgoN1ass-zmrE5rqHGw,"Italian, Pizza, Chicken Wings, Restaurants",Italian,Lower Burrell,Lower Burrell,1,40.5903417,-79.7379775,Pizza Hut,,15068,3,1,PA
1,"171 E Liberty Street, Unit 131",-2EAyppKR_2xuLyvJZEbRQ,"Tex-Mex, Mexican, Restaurants",Mexican,Toronto,Toronto,0,43.63837,-79.4184338,Burrito Burrito,Liberty Village,M6K 3P6,18,2.5,ON
1,3507 W. Peoria Ave.,-2isRNVb6PDuBagELL5EBw,"Restaurants, Mexican, Fast Food, Tex-Mex",Mexican,Phoenix,Phoenix,1,33.58171309,-112.1359008,Taco Bell,,85029,22,3,AZ
1,3636 Steeles Ave E,-2lSbNMhXKYu7URjEE59qA,"Restaurants, Vietnamese",Vietnamese,Markham,Markham,1,43.8184046,-79.3298499,Pho King,Scarborough,L3R 2Z5,18,2.5,ON
1,1805 S Neil St,-2q4dnUw0gGJniGW2aPamQ,"Mexican, Restaurants",Mexican,Champaign,Champaign,0,40.0940675,-88.2457853,Fiesta Ranchera,,61820,4,2,IL
1,100 Rue Sainte-Anne,-3Haoc0l9DZRSXxIHi9oJg,"Restaurants, Italian, International, Steakhouses",Italian,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,1,45.4033441,-73.9518165,Klondike,,H9X 1L8,21,2,QC
1,"1859 S Stapley Dr, Ste 105-3",-3oxnPPPU3YoxO9M1I2idg,"Salad, Pizza, Gluten-Free, Nightlife, Bars, Restaurants, Italian",Italian,Mesa,Mesa,0,33.3799121,-111.8062972,Eklectic Pie - Mesa,,85204,127,4,AZ
1,2001 S. 7th Ave,-3vXcKzJA_kVZDM8Yn3w_Q,"Mexican, Restaurants",Mexican,Phoenix,Phoenix,1,33.4298792,-112.0821418,Filiberto's Mexican Food,,85007,3,3.5,AZ
1,1505 E Van Buren,-45kMvS7h38CGaWugPY0rg,"Mexican, American (New), Sandwiches, Restaurants, Breakfast & Brunch",Mexican,Phoenix,Phoenix,1,33.451067,-112.0495208,Roland's Cafe Market Bar,,85006,43,4,AZ
1,4720 Boulevard Saint-Jean,-4TVAE4KcLWVSXO2rOsVEg,"Restaurants, Mexican",Mexican,Montréal,Montréal,0,45.4882021,-73.8497857,Pitaya Maya,Pierrefonds-Roxboro,H9H 5G9,3,2.5,QC
1,1717 Philo Rd,-5dd-RjojGVK9hjAMCXVZw,"Mexican, Restaurants",Mexican,Urbana,Urbana,0,40.09651015,-88.19200499,La Fiesta Mexican Restaurant,,61802,13,3,IL
1,15301 N Scottsdale Rd,-6h3K1hj0d4DRcZNUtHDuw,"Bars, Venues & Event Spaces, Nightlife, Breakfast & Brunch, Cocktail Bars, Seafood, Wine Bars, Italian, Pizza, Event Planning & Services, Restaurants",Italian,Scottsdale,Scottsdale,1,33.62540929,-111.9251276,Brio Tuscan Grille,,85254,489,3.5,AZ
1,302 N Gilbert Rd,-6tvduBzjLI1ISfs3F_qTg,"Bars, Nightlife, Restaurants, Mexican",Mexican,Gilbert,Gilbert,1,33.35495508,-111.7897299,Joyride Taco House,,85234,1075,4,AZ
1,7541 W Bell Rd,-7d3UqQYYcBxbDH2do86sg,"Noodles, Italian, Asian Fusion, Comfort Food, Restaurants",Italian,Peoria,Peoria,1,33.63788429,-112.2218009,Noodles & Company,,85382,56,3,AZ
1,126 S Highland Ave,-7PX_FOoCwktlunImRyZdg,"Food, Specialty Food, Italian, Restaurants, Pizza, Local Flavor",Italian,Pittsburgh,Pittsburgh,1,40.4603426,-79.9250006,Pizza Taglio,East Liberty,15206,121,4.5,PA
1,3920 Penn Ave,-8F04F54iDT6VgWPCgybug,"Breakfast & Brunch, Food, Coffee & Tea, Vietnamese, Restaurants",Vietnamese,Pittsburgh,Pittsburgh,1,40.464681,-79.959266,Ineffable Ca Phe,Lawrenceville,15224,84,4.5,PA
1,4231 E Indian School Rd,-8JaNeG3etLgOVyg2gOIiA,"Italian, Restaurants, Mediterranean",Italian,Phoenix,Phoenix,0,33.4946209,-111.98983,La Fontanella Restaurant,,85018,61,4,AZ
1,10408 E Independence Blvd,-8Oaw94x2pYJCVP8ZtuTTw,"Nightlife, Seafood, Wine Bars, Bars, Italian, Restaurants",Italian,Matthews,Matthews,1,35.1275266,-80.707971,Carrabba's Italian Grill,,28105,91,3,NC
1,"1845 E Broadway Rd, Ste 101",-8QlV3b_9H4BAh6LgMIr1g,"Vegan, Indian, Restaurants, Buffets",Indian,Tempe,Tempe,1,33.406601,-111.9075196,Nandini Indian Cuisine,,85282,459,4,AZ
1,"4850 W Sunset Rd, Ste 115",-8R_-EkGpUhBk55K9Dd4mg,"Restaurants, Thai",Thai,Las Vegas,Las Vegas,1,36.07250977,-115.2069016,Sin City Thai Restaurant,,89118,114,3.5,NV
1,33 Queen Street,-9j_qW9w64v_Nxa6dLeeOA,"Restaurants, Italian",Italian,Scarborough,Scarborough,1,54.2844962,-0.3991684,Lanterna Restaurant,,YO11 1HQ,3,5,NYK
1,"19 Street NE, Unit 817",-lLrKhUlk-3BFnf3G7WWrQ,"Restaurants, Vietnamese",Vietnamese,Calgary,Calgary,1,51.0727359,-114.0134486,Saigon Night,,T2E 4X4,12,4.5,AB
1,"1300 Hoffman Blvd, Ste 1808",-ORqiS4L-8pq3dLsUazXTg,"Ethnic Food, Restaurants, Thai, Food, Specialty Food, Chinese",Thai,West Mifflin,West Mifflin,1,40.38366531,-79.86765394,Asian House,,15122,8,4,PA
1,83 Rue Saint-Zotique E,-QdvlmQQppnoF-3iJtJ4lg,"Imported Food, Food, Specialty Food, Restaurants, Thai",Thai,Montréal,Montréal,1,45.5328529,-73.6111091,Pumpui,Rosemont-La Petite-Patrie,H2S 1K7,14,4.5,QC
1,230 Commerce Valley Drive  E,-QOz-2NrDkXjgKYEGBQZhA,"Restaurants, Thai, Japanese",Thai,Markham,Markham,0,43.8435789,-79.3776066,Osechi Japanese Cuisine,,L3T 7T2,17,2.5,ON
1,4141 Old William Penn Hwy,-R2kwt0qMnzwEdAfXPvkXg,"Indian, Restaurants",Indian,Monroeville,Monroeville,1,40.443403,-79.790422,Udipi Cafe,,15146,295,4,PA
1,15439 W High St,-R2z2womJA-NCA2Pbz181g,"Italian, Breakfast & Brunch, Pizza, Restaurants",Italian,Middlefield,Middlefield,1,41.4628422,-81.0906965,Vinny's Authentic Italian Eatery,,44062,14,3.5,OH
1,1602 E Indian School Rd,-raUM9T-1dKPiB5_vRmFYA,"Hot Dogs, Restaurants, Italian, Burgers, Sandwiches",Italian,Phoenix,Phoenix,1,33.4948766,-112.047151,Luke's of Chicago's,,85016,198,3.5,AZ
1,243 Avenue Mont-Royal O,-RC3XAvgvb-vwS3JtYPRHg,"Asian Fusion, Restaurants, Vietnamese",Vietnamese,Montréal,Montréal,1,45.5177116,-73.5887789,Hà,Plateau-Mont-Royal,H2T 2T2,69,4,QC
1,100-3811 Edmonton Trail NE,-v0d7t-7AjNzn9GzdZZGDw,"Coffee & Tea, Shopping, Flowers & Gifts, Breakfast & Brunch, Italian, Event Planning & Services, Party & Event Planning, Restaurants, Cafes, Food, Venues & Event Spaces",Italian,Calgary,Calgary,1,51.08648,-114.0519195,Franca's,,T2E 3P5,12,4.5,AB
1,900 Dufferin St,-Z358O0-8eH0sgSjKINvMA,"Restaurants, Mexican, Fast Food",Mexican,Toronto,Toronto,1,43.6560132,-79.4352469,BarBurrito - Dufferin Mall,Brockton Village,M6H 4A9,10,3,ON
1,8875 Darrow Rd,0_dPxVRwmDbg22oYDRX6gw,"Pizza, Chicken Wings, Italian, Restaurants",Italian,Twinsburg,Twinsburg,1,41.3070231,-81.4393579,Pizza Hut,,44087,4,4,OH
1,2797 S Maryland Pkwy,0_mJttUgHIzC-NO18gcgBA,"Nightlife, Seafood, Bars, Mexican, Restaurants",Mexican,Las Vegas,Las Vegas,1,36.13783522,-115.1372932,La Mojarra Loca Grill,Eastside,89109,222,4,NV
1,2660 W Thunderbird Rd,0_Yc6blfiI9A6Q8bKjYLSQ,"Tex-Mex, Fast Food, Mexican, Restaurants",Mexican,Phoenix,Phoenix,1,33.61106,-112.111991,Taco Bell,,85023,14,3,AZ
1,"8465 W Sahara Ave, Ste 114, Seattle Dan's",0-cZ9XfpC3vsLotOJ6Nxfg,"Restaurants, Pizza, Food Delivery Services, Italian, Food, Sandwiches",Italian,Las Vegas,Las Vegas,1,36.1429966,-115.2761062,Double Down,Westside,89117,3,3.5,NV
1,4858 Boulevard des Sources,0-GrgZKC4fp_unqSb9LQmw,"Canadian (New), Restaurants, Vietnamese",Vietnamese,Dollard-des-Ormeaux,Dollard-des-Ormeaux,0,45.5031769,-73.8165891,Restaurant Anh-Tai,Dollard-des-Ormeaux,H8Y 3C7,7,2,QC
1,524 N 92nd St,007FFjmDHkT9cLE6O4Cqxg,"Bars, Nightlife, Mexican, Pubs, Restaurants, Tex-Mex",Mexican,Scottsdale,Scottsdale,1,33.4543305,-111.8856396,Arizona Room Patio Grill,,85256,13,2.5,AZ
1,1150 Albion Rd,00BHqa91AXz20Ca5k-Peiw,"Restaurants, Indian",Indian,Etobicoke,Etobicoke,1,43.7379483,-79.5672735,Dosa Darbar,Etobicoke,M9V 1A8,4,2,ON
1,4350 Steeles Avenue E,00idQeDRVoL8WN4J7TnEJQ,"Vietnamese, Restaurants",Vietnamese,Markham,Markham,0,43.8254466,-79.3050432,A Taste of  Pho Vietnamese Cuisine,Milliken,L3R 9V4,5,3.5,ON
1,5041 Abbe Rd,00J65e-ewht6GZ9fXZdP1w,"Italian, Chicken Wings, Pizza, Restaurants",Italian,Elyria,Elyria,1,41.4253019,-82.0765044,Pizza Hut,,44035,5,1.5,OH
